Paper_ID,Cat_ID,SubCat_ID,Risk_ID,Domain,Sub-domain,num. combined evidences,Category level,Risk category,Risk subcategory,Description,Additional ev.
13.0,1.0,4.0,13.01.04,2. Privacy & Security,2.1 > Compromise of privacy by leaking or correctly inferring sensitive information,1,Risk Sub-Category,Impacts: The Technical Base System,Privacy and Data Protection,"Examining the ways in which generative AI systems providers leverage user data is critical to evaluating its impact. Protecting personal information and personal and group privacy depends largely on training data, training methods, and security measures.","['The data on which the system was trained or adapted should be consensually and lawfully collected and secured and secured under the rules of the jurisdictions in which the data subjects and the entity collecting the data are based. Moreover, there are strong intellectual property and privacy concerns, with generative models generating copyrighted content [254] and highly sensitive documents [49] or personally identifiable information (PII), such as phone numbers, addresses and private medical records. Providers should respect the consent and choices of individuals for collecting, processing, and sharing data with external parties, as sensitive data could be inevitably leveraged for downstream harm such as security breaches, privacy violations, and other adversarial attacks. Oftentimes, this might require retroactively retraining a generative AI system, in accordance with policy such as the California Consumer Privacy Act (CCPA) [4].']"
13.0,1.0,5.0,13.01.05,6. Socioeconomic and Environmental,6.1 > Power centralization and unfair distribution of benefits,1,Risk Sub-Category,Impacts: The Technical Base System,Financial Costs,"The estimated financial costs of training, testing, and deploying generative AI systems can restrict the groups of people able to afford developing and interacting with these systems.","['Concretely: sourcing training data, computing infrastructure for training and testing, and labor hours contribute to the overall financial costs. These metrics are not standard to release for any system, but can be estimated for a specific category, such as the cost to train and host a model.']"
13.0,1.0,6.0,13.01.06,6. Socioeconomic and Environmental,6.6 > Environmental harm,1,Risk Sub-Category,Impacts: The Technical Base System,Environmental Costs,"The computing power used in training, testing, and deploying generative AI systems, especially large scale systems, uses substantial energy resources and thereby contributes to the global climate crisis by emitting greenhouse gasses.","['While the environmental costs of compute has become an area of active research, with workshops dedicated to the question, the environmental costs of manufacturing hardware remains under-explored. One potential reason for this discrepancy may be that estimating compute and energy costs, while complex, is a comparably transparent task compared to tracing the emissions of the of emissions throughout the manufacturing process. However, recent estimates suggest that the manufacturing process have substantial environmental costs [96]. Overall, information about emissions is scarce and there is no consensus for what constitutes the total carbon footprint of AI systems.']"
13.0,1.0,7.0,13.01.07,6. Socioeconomic and Environmental,6.2 > Increased inequality and decline in employment quality,1,Risk Sub-Category,Impacts: The Technical Base System,Data and Content Moderation Labor,"Two key ethical concerns in the use of crowdwork for generative AI systems are: crowdworkers are frequently subject to working conditions that are taxing and debilitative to both physical and mental health, and there is a widespread deficit in documenting the role crowdworkers play in AI development. This contributes to a lack of transparency and explainability in resulting model outputs. Manual review is necessary to limit the harmful outputs of AI systems, including generative AI systems. A common harmful practice is to intentionally employ crowdworkers with few labor protections, often taking advantage of highly vulnerable workers, such as refugees [119, p. 18], incarcerated people [54], or individuals experiencing immense economic hardship [98, 181]. This precarity allows a myriad of harmful practices, such as companies underpaying or even refusing to pay workers for completed work (see Gray and Suri [93, p. 90] and Berg et al. [29, p. 74]), with no avenues for worker recourse. Finally, critical aspects of crowdwork are often left poorly documented, or entirely undocumented [88].","['Human labor is a substantial component of machine learning model development, including generative AI systems. This labor is typically completed via a process called crowd computation, where distributed data laborers, also called crowdworkers, complete large volumes of individual tasks that contribute to model development. This can occur in all stages of model development: before a model is trained, crowdworkers can be employed to gather training data, curate and clean this data, or provide data labels. While a model is being developed, crowdworkers evaluate and provide feedback to model generations before the final deployed model is released, and after model deployment, crowdworkers are often employed in evaluating, moderating, or correcting a model’s output. Crowdwork is often contracted out by model developers to third-party companies.']"
13.0,2.0,1.0,13.02.01,5. Human-Computer Interaction,5.2 > Loss of human agency and autonomy,4,Risk Sub-Category,Impacts: People and Society,Trustworthiness and Autonomy,"Human trust in systems, institutions, and people represented by system outputs evolves as generative AI systems are increasingly embedded in daily life.","['WIth the increased ease of access to creating machine generated content, which produce misinformation [260] as a product, distinguishing between human and machine generated content, verified and misinformation, will become increasingly difficult and poses a series of threats to trust in media and what we can experience with our own hearing and vision.', 'Trust in Media and Information"": ""High capability generative AI systems create believable outputs across modalities and level of risk depends on use case. From impersonation spurring spamming to disinformation campaigns, the spread of misinformation online can be perpetuated by reinforcement and volume; people are more likely to believe false information when they see it more than once, for example if it has been shared by multiple people in their network.This can have devastating real world impacts, from attempting dangerous COVID-19 treatments [160], to inciting violence [146], and the loss of trust in mainstream news [95]. The increasing sophistication of generative AI in recent years has expanded the possibilities of misinformation and disinformation campaigns, and made it harder for people to know when they should trust what they see or hear [41].', 'Overreliance on Outputs: Overreliance on automation in general is a long-studied problem, and carries over in novel and important ways to AI-generated content. People are prone to overestimate and put a higher degree of trust in AI generated content, especially when outputs appear authoritative or when people are in time-sensitive situations. This can be dangerous because many organizations are pursuing the use of large language models to help analyze information despite persistent flaws and limitations, which can lead to the spread of biased and inaccurate information [103]. The study of human-generative AI relationships is nascent, but growing, and highlights that the anthropomorphism [13] of these technologies may contribute to unfounded trust and reliance [192, 225]. Improving the trustworthiness of AI systems is an important ongoing effort across sectors [159, 161]. Persistent security vulnerabilities in large language models and other generative AI systems are another reason why overreliance can be dangerous. For example, data poisoning, backdoor attacks, and prompt injection attacks can all trick large language models into providing inaccurate information in specific instances [220', 'Personal Privacy and Sense of Self: Privacy is linked with autonomy; to have privacy is to have control over information related to oneself. Privacy can protect both powerful and vulnerable peoples and is interpreted and protected differently by culture and social classes throughout history.Personal and private information has many legal definitions and protections globally [2] and when violated, can be distinct from harm [47] and refer to content that is shared, seen, or experienced outside of the sphere a person has consented to.']"
13.0,2.0,2.0,13.02.02,1. Discrimination & Toxicity,1.1 > Unfair discrimination and misrepresentation,3,Risk Sub-Category,Impacts: People and Society,"Inequality, Marginalization, and Violence","Generative AI systems are capable of exacerbating inequality, as seen in sections on 4.1.1 Bias, Stereotypes, and Representational Harms and 4.1.2 Cultural Values and Sensitive Content, and Disparate Performance. When deployed or updated, systems' impacts on people and groups can directly and indirectly be used to harm and exploit vulnerable and marginalized groups.","['Community Erasure: ""Biases in a system’s development process and safety provisions for generative AI systems, such as content moderation, can lead to community erasure [97]. Avoiding the generation of the harms outlined is seen as a generally desirable outcome. However, the removal of harmful content can come with its own costs of lower general performances for sub-populations that use models for generation [269]. Mitigation thus currently serves as a double-edged sword, where removal of toxic content also has negative implications, in particular for marginalized communities. Both the benefits and the costs of content moderation are unequally distributed. The automatic systems that remove undesirable content can perform next to randomly or be harmful for marginalized populations [208], while the selection criteria for what constitutes safe content are aligned with technical safety and mitigation decisions. These impacts compound to make marginalized populations pay a greater cost for an intervention that they benefit from less.', 'Long-term Amplifying Marginalization by Exclusion (and Inclusion): ""Biases, dominant cultural values, and disparate performance seen in lack of representation in training and development of generative AI systems can exacerbate marginalization when those systems are deployed. For example, increasing resourcing and performance for already highly resourced languages reinforces those languages’ dominance. Inclusion without consent can also harm marginalized groups. While some research strives to improve performance for underrepresented Indigenous languages [116], the same Indigenous groups resist AI approaches to use of their language [158]. Profit from Indigenous languages and groups who have been systematically exploited continues directly and indirectly.', 'Abusive or Violence Content: ""Generative AI systems can generate outputs that are used for abuse, constitute non-consensual content, or are threats of violence and harassment [9]. Non-consensual sexual representations of people, include representations of minors as generative child sexual abuse material (CSAM) [155]. Abuse and violence can disparately affect groups, such as women and girls [10']"
13.0,2.0,3.0,13.02.03,6. Socioeconomic and Environmental,6.1 > Power centralization and unfair distribution of benefits,2,Risk Sub-Category,Impacts: People and Society,Concentration of Authority,Use of generative AI systems to contribute to authoritative power and reinforce dominant values systems can be intentional and direct or more indirect. Concentrating authoritative power can also exacerbate inequality and lead to exploitation.,"['Militarization, Surveillance, and Weaponization: Concentrating power can occur at increasing levels, from small groups to national bodies. Code generative systems can improve development for technical surveillance systems and language models can be used to surveil text communication within work, social, and other environments [1]. Generative AI mechanisms for accumulating power and control at a national level, such as surveillance, has not yet happened, but government and military interest in deploying and weaponizing generative AI systems is growing [106]. Use includes generating synthetic data for training AI systems [102] and military planning [78]. Military use is not inherently weaponization and risk depends on the use case and government interest. Favorable arguments use AI to protect national security and require differentiating national security interests from undue harm [44]. Generative AI systems are also enabling new kinds of cyberattacks, and amplifying the possibilities of existing cyberattacks. For example, synthetic audio has been used to copy the sound of someone’s voice for more compelling fraud and extortion [124]. Large language models are also facilitating disinformation campaigns, influence operations, and phishing attacks [92].', 'Global deployment of a model can consolidate power within a single, originating culture, to determine and propagate acceptability [245] across cultures [150]. Highest performing characteristics of generative systems such as language, dominant cultural values, and embedded norms can overrepresent regions outside of where a system is deployed. For example, a language model that is highest performing in the English language can be deployed in a region with a different dominant language and incentivize engaging in English. Establishing or reinforcing goodness with certain languages, accents, imagery, social norms, and other representations of peoples and cultures can contribute to this norms and values imposition. Certain modality characteristics such as language carry within it its own logics and frames. Though English as a lingua franca is globally beneficial, the consequences of its dominance as a result of a historic process of militarised colonization should be examined. Insidious effects which generative AI systems could further embed include the erosion of global multilingualism, undermine the right to language and culture, and further marginalize the necessity for widespread multilingual education. The effects of generative AI systems on child development, including the technologically mediated socialisation of norms and values is also an area to be inquired. These are in addition to the emotional and behavioural effects of chatbots on children. This, according to UNICEF [248], included the enforcement of ""bias, given that they often select a predetermined reply based on the most matching keywords or similar wording pattern"".']"
13.0,2.0,4.0,13.02.04,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,2,Risk Sub-Category,Impacts: People and Society,Labor and Creativity,"Economic incentives to augment and not automate human labor, thought, and creativity should examine the ongoing effects generative AI systems have on skills, jobs, and the labor market.","['Intellectual Property and Ownership: Rights to the training data and replicated or plagiarized work in addition to and rights to generated outputs are ongoing legal and policy discussions, often by specific modality.Impacts to people and society will necessarily coexist with impacts and development of intellectual property law.', 'Key considerations about the impact of automation and AI on employment center on whether these technologies will generate new jobs or, in contrast, will lead to a large-scale worker displacement in the next future. Narratives about machines taking over the production of goods and services resurfaced periodically: from the early nineteenth-century Luddite movement against the introduction of the spinning jenny in textile manufacturing, to British farmers’ Swing Riots against mechanical threshers, to protests against the dial telephone, introduced in the U.S. during the Great Depression and responsible, according to its detractors, of mass unemployment among telephone operators [221]. Labor in system development such as crowdwork can encompass short-lived relations between independent contractors and their clients offers several advantages over traditional forms of employment. For example, companies can avoid overhead personnel costs (e.g., HR), while contract workers can decide how much, from where, and when to work. However, as contractors, crowdworkers are excluded from employment protective norms. As a result, they can be paid significantly less than minimum wage, have no access to healthcare benefits, are not subject to working time restrictions, and may not have access to holidays or sick leaves [188]. Further, crowdworkers are exposed to increasingly subtle forms of surveillance, which is becoming essential for implementing algorithmic forms of management, understood as ""a diverse set of technological tools and techniques to remotely manage workforces [and] enable automated or semi-automated decision-making"" [162]. The goal of full automation remains perpetually beyond reach since the line between what machines can and cannot solve is constantly redrawn by AI advancements. This phenomenon, the ""paradox of automation’s last mile"", is a self-propelling cycle in which every solution to automation problems creates new problems to be automated, and hence new demands for ghost workers [93].']"
13.0,2.0,5.0,13.02.05,6. Socioeconomic and Environmental,6.6 > Environmental harm,2,Risk Sub-Category,Impacts: People and Society,Ecosystem and Environment,"Impacts at a high-level, from the AI ecosystem to the Earth itself, are necessarily broad but can be broken down into components for evaluation.","['Widening Resource Gaps: As described in section Financial Costs, the high financial and resource costs necessarily excludes groups who do not have the resources to train, evaluate, or host models. The infrastructure needed to contribute to generative AI research and development leads to widening gaps which are notable among sectors, such as between industry and academia [145], or among global powers and countries [19]. Externalities broadly refer to the unanticipated effects of economic activities on the social environment. Access and Benefit Distribution: Ability to contribute to and benefit from a system depends on ability to engage with a system, which in turn depends on the openness of the system, the system application, and system interfaces. Level of openness and access grapples with tensions of misuse and risk. Increasing trends toward system closedness [227] is shifting access distribution. Geographic and Regional Activity Concentration: In the field of AI as a whole, top AI research institutions from 1990-2014 have concentrated in the U.S. [164]. More recent data highlights the U.S., EU, and China', 'Environmental Impacts: In addition to the 4.1.6 Environmental Costs and Carbon Emissions from a system itself, evaluating impact on the Earth can follow popular frameworks and analyses.']"
15.0,1.0,1.0,15.01.01,"7. AI System Safety, Failures, & Limitations","7.0 > AI system safety, failures, & limitations",10,Risk Sub-Category,First-Order Risks,Application,"This is the risk posed by the intended application or use case. It is intuitive that some use cases will be inherently ""riskier"" than others (e.g., an autonomous weapons system vs. a customer service chatbot).","['Application domain: As alluded to above, the intended purpose of the ML system can be a major risk factor, holding all other variables constant. Other than the specific use case, the domain could also contribute to the application risk. For example, it is intuitive that the negative consequences are more severe for an image classification system used to aid melanoma diagnoses than one used for Lego brick identification.', 'Consequentiality of system actions: The impact of the ML system’s actions on the affected community members is another important factor in the system’s application. For example, a slightly inaccurate automated text scoring system carries relatively minor consequences if used only for providing feedback on ungraded homework, compared to being used for grading school assignments. While inaccuracies in the latter use case may affect a student’s annual ranking, it carries a lower risk compared to using the same system to grade national exams that determine a student’s future, where even minor inaccuracies can unfairly impact their ability to enter their desired university or major [65].', 'Protected populations impacted: Most societies have special protections for certain population groups such as children, the elderly, disabled, or ethnic minorities. For example, in the US, the Child Online Privacy Protection Act imposes stricter requirements on operators of websites or online services directed to children under 13 years of age [66]. Similarly, some social groups may be more vulnerable to the negative impacts of an ML system and lower thresholds for harm may therefore be necessary for them. The US Federal Trade Commission has warned of penalties against companies that sell or use biased AI systems that harm protected groups [67].', 'Effect on existing power differentials and inequalities: Use cases that entrench or amplify power differentials between the organization employing the system and the affected population should be assigned a higher risk from a human rights perspective. This can take the form of increased surveillance, which increases the organization’s power over the public but not vice-versa. Other applications may amplify systemic inequalities due to the ease, scale, and speed with which predictions can now be made [62]. Additionally, the act of codifying it in a potentially black-boxed ML system may entrench these learned biases when humans fail to question their predictions [120].', 'Scope of deployment environment: A system operating in an open environment, such as the outdoors, will often have to account for more uncertainties than in a closed one, such as an apartment. Consequently, there is a higher likelihood of failure in the former. For example, an autonomous cleaning robot deployed in a park will be exposed to a significantly more diverse range of inputs than one used in an apartment. In the latter, the system does not need to handle significant changes in weather conditions and seasons. Additionally, the ability to navigate uneven and unstable terrain will likely be less critical for an indoor cleaning robot compared to one deployed in a park. We refer to this “openness” as the deployment environment’s scope: a wider scope presents more potential points of failure and, therefore, a higher risk.', 'Scale of deployment: The scale of a use case will also significantly affect its risk. For example, a system that affects a community of 42 will likely have a lower upper bound of negative consequences compared to being deployed worldwide.', 'Presence of relevant evaluation techniques/metrics: Although held-out accuracy is commonly used to evaluate ML models developed for research, this assumes that the training distribution and the deployment environment’s distribution are identical. Such evaluation will be insufficient for ML systems meant to be used in the real world since this assumption is often violated. The result is poor system robustness to distributional variation with various second-order consequences (see Section 4.5). Therefore, any evaluation of an application’s risk must consider the availability of metrics to evaluate performance on the dimensions relevant to the application or deployment environment [181]. For example, a task-oriented chatbot should not only be evaluated using the success rate of the held-out validation set, but also its ability to cope with misspellings, grammatical variation, and different dialects, and generate sentences in the appropriate register. The lack of appropriate metrics reduces the ability to detect such flaws before deployment and increases the risk of negative consequences. Similarly, it is difficult to predict the impact of a risk on the real world. For example, group-level F1 scores for a face recognition system are not indicative of the magnitude of the system’s impact on an individual when it is wrong in the real world (e.g., the consequences of arresting a wrongly identified but innocent minority [3]).', 'Optionality of interaction: The ability to opt-out of interacting with or being affected by an ML system can limit its negative impacts on a person. For example, choosing to interact with a human customer service agent rather than a chatbot may reduce the risk of being misunderstood if the chatbot has not been specifically trained on the customer’s language variety. Inversely, being unable to opt-out of the interaction may increase the likelihood and frequency that an individual will experience negative consequences resulting from the ML system. For example, replacing human agents with automated ones as interfaces to essential services may unintentionally prevent the underprivileged from using them due to linguistic barriers. This is a real possibility when the agents have trained on the prestige variety of a language, but the people most in need of access to social welfare services only speak a colloquial variety.', 'Accountability mechanisms: From an organizational perspective, mechanisms that hold the actors accountable for the systems they build reduce the likelihood of negative consequences. For example, an organization might create explicit acceptability criteria, such as comparable accuracy across social groups, reward engineers for meeting these criteria, and block deployment when the system falls short. However, this will only work when acceptance criteria are not in conflict (e.g., engineers being rewarded more for increased user engagement than meeting an acceptable bias threshold).', 'Stakeholders’ machine learning literacy: To give useful feedback and seek remediation, the affected community member might require basic knowledge of how ML systems work and the ways they could be impacted. For example, someone unaware of how recommendation algorithms work (or even the existence of such algorithms) may be unable to appreciate the extent to which their political views are influenced by their consumption of social media and video streaming sites [10, 15, 79, 151].2 The affected individual will hence be unaware that they are in an echo chamber, resulting in an inability to break free or give appropriate feedback to the product developers [96]. Research has also shown a person’s knowledge of AI to affect their interpretation of machine-generated explanations [59].']"
15.0,1.0,2.0,15.01.02,"7. AI System Safety, Failures, & Limitations",7.3 > Lack of capability or robustness,3,Risk Sub-Category,First-Order Risks,Misapplication,"This is the risk posed by an ideal system if used for a purpose/in a manner unintended by its creators. In many situations, negative consequences arise when the system is not used in the way or for the purpose it was intended.","['Ability to prevent misuse: The ability to prevent misuse before it occurs significantly reduces misapplication risk. In the case of autonomous vehicles, the car might be programmed to automatically slow to a stop if individuals remove their hands from the wheel or if there is a significant weight decrease in the driver’s seat while the car is in motion. However, while such failsafes significantly reduce risk, they do not entirely eliminate it since they can be bypassed [9].', 'Ability to detect misuse: Being able to detect if the ML system is being used for unintended purposes is crucial to preventing misuse. This can take the form of a component that alerts the organization when a user tries to process inputs with features that match those belonging to prohibited applications (e.g., using a computer vision system for physiognomic purposes), or detect prohibited actions (e.g., leaving the driver’s seat when the semi-autonomous vehicle is in motion). Merely relying on whistleblowers and journalists to detect misuse will likely result in the vast majority of misuses going undetected. The detection method’s efficacy would, therefore, inversely affect the misapplication risk.', 'Ability to stop misuse: Assuming it is possible to detect misapplication, the next factor in managing this risk is an organization’s ability to stop misuse once it has been detected. For example, the ability to detect if a customer is using a computer vision system for an unacceptable application (e.g., face recognition for predictive law enforcement) and terminate their access will significantly lower the likelihood of the system being used for such purposes. This is directly related to the system’s control risk (see Section 4.8). Being able to instantly shut the system down or terminate the user’s access will lower the likelihood and severity of negative consequences stemming from misuse, compared to a delayed or non-response, and could be the difference between life and death for the people affected by the system.']"
15.0,1.0,3.0,15.01.03,"7. AI System Safety, Failures, & Limitations",7.3 > Lack of capability or robustness,3,Risk Sub-Category,First-Order Risks,Algorithm,"This is the risk of the ML algorithm, model architecture, optimization technique, or other aspects of the training process being unsuitable for the intended application.Since these are key decisions that influence the final ML system, we capture their associated risks separately from design risks, even though they are part of the design process","['Performance of model architecture, optimization algorithm, and training procedure: Different combinations of model architecture, optimization algorithm, and training procedure have different effects on its final performance (e.g., accuracy, generalization). These choices are independent of modeling choices (discussed in Section 4.6), where the ML practitioner translates a problem statement into an ML problem/task (e.g., by defining the input and output space). For example, a language model can be trained with either the causal or masked language modeling objective [52]. While the latter is suitable for text classification, it may be suboptimal for text generation. Additionally, some training procedures (e.g., domain adversarial training [74]) may improve the ML system’s ability to generalize to new domains with minimal extra training data but may hurt performance on the original domain. While accuracy on general benchmark datasets is often used to differentiate models, a better indicator of real-world efficacy is performance on similar applications, due to nuances in the target distribution and the tendency of state-of-the-art models to be optimized for leaderboards [61].', 'Beyond efficacy, it is also important to consider the reliability and resource intensiveness of the chosen ML algorithm, model architecture, and optimization technique combination in production scenarios. From an operational standpoint, a highly accurate system that is computationally intensive or failure-prone may be less desirable than a slightly less accurate one without those flaws.', 'Explainability/transparency:Algorithmic opacity and unpredictability can pose risks and make it difficult to ensure accountability. While new mandated levels of transparency and explainability of algorithms are being demanded through the likes of the EU’s General Data Protection Regulation (GDPR) to tackle bias and discrimination, it can be at times impossible for the experts to interpret how certain outputs are derived from the inputs and design of the algorithm. This suggests the difficulty of assigning liability and accountability for harms resulting from the use of the ML system, as inputs and design rules that could yield unsafe or discriminatory outcomes cannot as easily be predicted. Therefore, a system that can explain its decision in the event of a mistake is often desirable in high-stakes applications. A mistake can take the form of an accident resulting from a decision, a denied loan, assigning different credit limits based on gender. While explainability on its own is insufficient to reduce biases in the system or make it safer, it may aid the detection of biases and spurious features, thereby reducing safety and discrimination risks when the flaws are rectified. Other use cases, such as judicial applications, may require such explainability due to their nature. However, not all machine learning algorithms are equal in this regard. Decision trees are often considered highly explainable since they learn human-readable rules to classify the training data, while deep neural networks are a well-known example of a black-box model. While there have been recent advances in explaining neural network predictions, researchers have also demonstrated the ability to fool attention-based interpretation techniques. This may allow developers to prevent the network’s predictions from being correctly interpreted during an audit. The choice of an ML algorithm and its training method, therefore, affects this aspect of algorithmic risk.']"
15.0,1.0,4.0,15.01.04,"7. AI System Safety, Failures, & Limitations","7.0 > AI system safety, failures, & limitations",6,Risk Sub-Category,First-Order Risks,Training & validation data,This is the risk posed by the choice of data used for training and validation.,"['Due to their data-driven nature, the behavior of machine learning systems is often heavily influenced by the data used to train them. An ML system trained on data encoding historical or social biases will often exhibit similar biases in its predictions. Separate from the training data, validation datasets are often used to evaluate an ML model’s ability to generalize beyond the training data, to new examples from the same distribution, or to examples with different characteristics (other distributions). Representative validation data can be used to detect potential mismatches between the training data and the deployment environment, such as the presence of social biases or spurious features in the training data. We summarize key data risks specific to ML systems and refer the reader to Demchenko et al. for a detailed discussion of the general issues around big data [50', 'Control over training and validation data: Using pretrained models (e.g., GPT-3 [27], BERT [52], Inception [174]) for processing unstructured data such as images and text is becoming increasingly common. While this can significantly improve performance, the trade-off is reduced control over the training data for teams that do not pretrain their own models and simply build on top of publicly released models or machine learning API services (e.g., translation). Given the discovery of systemic labeling errors, stereotypes, and even pornographic content in popular datasets such as ImageNet [16, 135, 187], it is important to consider the downstream ramifications of using models pretrained on these datasets. The studies mentioned above were performed on publicly available datasets; Birhane et al. further highlight the existence of pretrained models trained on private datasets that cannot be independently audited by researchers [16].', 'Demographic representativeness: Due to the data-driven nature of machine learning, training an ML system on data that insufficiently represent underrepresented demographics may lead to disproportionate underperformance for these demographics during inference, especially if unaccounted for during model design. This is representativeness in the quantitative sense, of the “number of examples in the training/validation set”, and the performance disparity can result in allocational harms where the minority demographics have reduced access to resources due to the poorer performance. For example, poor automated speech recognition performance for minority dialect speakers (e.g., African American Vernacular English) will have devastating consequences in the courtroom. We may also think of representativeness in the qualitative sense, where stereotypical examples are avoided and fairer conceptions of these demographics are adopted. Since labels are often crowdsourced, there is the additional risk of bias being introduced via the annotators’ sociocultural backgrounds and desire to please.', 'Similarity of data distributions: Where demographic representativeness deals with the proportion of subpopulations in the dataset, distributional similarity is more concerned with major shifts between training and deployment distributions. This can occur when there is no available training data matching a niche deployment setting and an approximation has to be used. However, this comes with the risk of domain mismatch and consequently, poorer performance. For example, an autonomous vehicle trained on data compiled in Sweden would not have been exposed to jumping kangaroos. Subsequently deploying the vehicle in Australia will result in increased safety risk from being unable to identify and avoid them, potentially increasing the chance of a crash.', 'Quality of data sources: The popular saying, “garbage in, garbage out”, succinctly captures the importance of data quality for ML systems. Common factors affecting the quality of labeled data include annotator expertise level, inter-annotator agreement, overlaps between validation and training/pretraining data. The recent trend towards training on increasingly large datasets scraped from the web makes manual data annotation infeasible due to the sheer scale. While such datasets satiate increasingly large and data-hungry neural networks, they often contain noisy labels, harmful stereotypes, and even pornographic content. Kreutzer et al. manually audited several multilingual web-crawled text datasets and found significant issues such as wrongly labeled languages, pornographic content, and non-linguistic content. An even greater concern from the ML perspective is the leakage of benchmark test data and machine-generated data (e.g., machine-translated text, GAN-generated images) into the training set. The former was only discovered after training GPT-3, while the latter is inevitable in uncurated web-crawled data due to its prevalence on the Internet. Researchers have also discovered bots completing data annotation tasks on Amazon Mechanical Turk, a platform used to collect human annotations for benchmark datasets. However, cleaning such datasets is no mean feat: blocklist-based methods for content filtering may erase reclaimed slurs, minority dialects, and other non-offensive content, inadvertently harming the minority communities they belong to. In fact, the very notion of cleaning language datasets may reinforce sociocultural biases and deserves further scrutiny.', 'Presence of personal information: The presence of personal information in the training data increases the risk of the ML model memorizing this information, as deep neural networks have been shown to do. This could lead to downstream consequences for privacy when membership inference attacks are used to extract such information. We discuss this in greater detail in Section 5.4.']"
15.0,1.0,5.0,15.01.05,"7. AI System Safety, Failures, & Limitations",7.3 > Lack of capability or robustness,4,Risk Sub-Category,First-Order Risks,Robustness,"This is the risk of the system failing or being unable to recover upon encountering invalid, noisy, or out-of-distribution (OOD) inputs.","['This is the risk of the system failing or being unable to recover upon encountering invalid, noisy, or out-of-distribution (OOD) inputs. There is often significant variation in real-world environments, compared to research benchmarks. For example, objects may appear different under various lighting conditions or wear out over time, and human-generated text often exhibits sociolinguistic variation. Additionally, malicious actors may exploit flaws in a system’s design to hijack it (e.g., in the form of an adversarial attack). The inability to handle the above situations may lead to negative consequences for safety (e.g., autonomous vehicle crashes) or fairness (e.g., linguistic discrimination against minority dialect speakers). Since ML systems sit at the intersection of statistics and software engineering, our definition encompasses two different definitions of robustness: the first relates to distributional robustness, where a method is resistant to deviations from the training data distribution; the second refers to the ability of a system to “function correctly in the presence of invalid inputs or stressful environmental conditions”.', 'Scope of deployment environment: Similar to Section 4.1, the deployment environment’s scope determines the range of variation the ML system will be exposed to. For example, it may be acceptable for an autonomous robot operating in a human-free environment to be unable to recognize humans, but the same cannot be true for a similar robot operating in a busy town square. A larger range, therefore, usually necessitates either a more comprehensive dataset that can capture the full range of variation or a mechanism that makes the system robust to input variation. A broader scope may also increase the possibility of adversarial attacks, particularly when the system operates in a public environment.', 'Mechanisms for handling of OOD inputs: Out-of-distribution (OOD) inputs refer to inputs that are from a distribution different from the training distribution. They include inputs that should be invalid, noisy inputs (e.g., due to background noise, scratched/blurred lenses, typographical mistakes, sensor error), natural variation (e.g., different accents, lens types, environments, grammatical variation), and adversarial inputs (i.e., inputs specially crafted to evade perception or induce system failure). Incorporating mechanisms that improve robustness (e.g., adversarial training) reduces robustness risk, but often comes with extra computational overhead during training or inference.', 'Failure recovery mechanisms: In addition to functioning correctly in the presence of OOD inputs, system robustness also includes its ability to recover from temporary failure. An example of recovery is an autonomous quadrupedal robot regaining its footing without suffering physical damage after missing a step on the way down a staircase.']"
